seller_id,seller_state,total_orders,total_revenue,avg_price,product_variety,avg_review,low_review_pct,avg_delivery_days,late_delivery_pct,unique_customers,items_per_order,cluster
0015a82c2db000af6aaaf3ae2ecb0532,SP,3,2685.0,895.0,1,3.6666666666666665,33.33333333333333,10.333333333333334,0.0,3,1.0,3
001cca7ae9ae17fb1caed9dfb1094831,ES,200,25080.03,104.9373640167364,11,3.902542372881356,19.06779661016949,12.628205128205128,5.128205128205128,200,1.195,0
001e6ad469a905060d959994f1b41e4f,RJ,1,250.0,250.0,1,1.0,100.0,10.6918511755307,0.0,1,1.0,1
002100f778ceb8431b7a1020ff7ab48f,SP,51,1234.5,22.445454545454545,24,3.982142857142857,14.285714285714285,15.777777777777779,16.666666666666664,51,1.0784313725490196,3
003554e2dce176b5555353e4f3555ac8,GO,1,120.0,120.0,1,5.0,0.0,4.0,0.0,1,1.0,3
004c9cd9d87a3c30c522c48c4fc07416,SP,158,19712.71,115.95711764705882,88,4.132947976878612,13.872832369942195,13.958333333333334,5.952380952380952,158,1.0759493670886076,0
00720abe85ba0859807595bbf045a33b,SP,13,1007.5,38.75,9,3.6538461538461537,15.384615384615385,8.153846153846153,7.6923076923076925,13,2.0,3
00ab3eff1b5192e5f1a63bcecfee11c8,SP,1,98.0,98.0,1,5.0,0.0,9.0,0.0,1,1.0,3
00d8b143d12632bad99c0ad66ad52825,MG,1,86.0,86.0,1,5.0,0.0,7.0,0.0,1,1.0,3
00ee68308b45bc5e2660cd833c3f81cc,SP,135,20260.0,117.79069767441861,23,4.3313953488372094,9.883720930232558,8.732558139534884,6.395348837209303,135,1.2740740740740741,0
00fc707aaaad2d31347cf883cd2dfe10,PR,103,12684.9,93.96222222222222,19,3.7375886524822697,25.53191489361702,15.348148148148148,3.7037037037037033,103,1.3106796116504855,0
010543a62bd80aa422851e79a3bc7540,SP,2,1416.0,708.0,1,4.5,0.0,8.5,0.0,2,1.0,3
010da0602d7774602cd1b3f5fb7b709e,SP,1,849.5,169.9,1,1.0,100.0,26.0,0.0,1,5.0,1
011b0eaba87386a2ae96a7d32bb531d1,SP,1,99.98,49.99,1,4.0,0.0,25.0,0.0,1,2.0,3
01266d4c46afa519678d16a8b683d325,PR,3,90.25,30.083333333333332,3,5.0,0.0,5.333333333333333,0.0,3,1.0,3
013900e863eace745d3ec7614cab5b1a,PR,23,1619.7,62.29615384615385,19,4.730769230769231,3.8461538461538463,11.038461538461538,0.0,23,1.1304347826086956,3
014c0679dd340a0e338872e7ec85666a,MG,14,7058.0,470.53333333333336,10,3.6666666666666665,20.0,18.533333333333335,13.333333333333334,14,1.0714285714285714,3
014d9a685fd57276679edd00e07089e5,PR,11,729.88,60.82333333333333,3,3.8333333333333335,16.666666666666664,8.5,0.0,11,1.0909090909090908,3
0176f73cc1195f367f7b32db1e5b3aa8,SP,38,4733.1,121.36153846153847,18,4.0256410256410255,17.94871794871795,12.947368421052632,10.526315789473683,38,1.0263157894736843,3
01bcc9d254a0143f0ce9791b960b2a47,GO,11,1521.21,138.29181818181817,3,4.4,0.0,12.4,0.0,11,1.0,3
01c97ebb5cdac52891c0ed1c37ba0012,SP,9,577.5,48.125,3,4.083333333333333,16.666666666666664,12.333333333333334,0.0,9,1.3333333333333333,3
01cf7e3d21494c41fb86034f2e714fa1,PR,61,9729.36,145.21432835820897,21,4.212121212121212,10.606060606060606,11.076923076923077,4.615384615384616,61,1.098360655737705,0
01ed254b9ff8407dfb9d99ba1e17d923,SP,5,1465.99,293.198,2,5.0,0.0,6.4,0.0,5,1.0,3
01fd077212124329bac32490e8ef80d9,SP,31,1208.0,30.974358974358974,12,4.3076923076923075,12.82051282051282,7.666666666666667,2.564102564102564,31,1.2580645161290323,3
01fdefa7697d26ad920e9e0346d4bd1b,PR,129,14921.43,113.90404580152672,21,4.346153846153846,6.153846153846154,10.276923076923078,5.384615384615385,129,1.0155038759689923,0
0249d282d911d23cb8b869ab49c99f53,SP,11,393.0,35.72727272727273,4,4.2727272727272725,18.181818181818183,9.818181818181818,18.181818181818183,11,1.0,3
024b564ae893ce8e9bfa02c10a401ece,SP,2,706.4000000000001,88.30000000000001,2,4.75,0.0,18.0,0.0,2,4.0,3
028872bfa080090a9d0abd4f1af168f8,MG,1,70.5,23.5,1,5.0,0.0,16.0,0.0,1,3.0,3
02a2272692e13558373c66db98f05e2e,RJ,2,54.98,27.49,2,3.0,50.0,10.6918511755307,0.0,2,1.0,1
02b72cdeb9cfcc429f1af6f4e3f3b737,SP,4,522.65,130.6625,3,4.75,0.0,12.0,0.0,4,1.0,3
02c988090b766852e088c69d7fb3b551,SP,13,1618.65,95.21470588235294,11,4.6875,6.25,8.0625,0.0,13,1.3076923076923077,3
02d35243ea2e497335cd0f076b45675d,RN,14,5794.0,362.125,3,2.6875,37.5,25.4375,25.0,14,1.1428571428571428,1
02dcd3e8e25bee036e32512bcf175493,MG,14,1491.9,87.75882352941177,7,3.3157894736842106,42.10526315789473,16.866666666666667,33.33333333333333,14,1.2142857142857142,1
02ecc2a19303f05e59ce133fd923fff7,SP,21,5264.19,219.34124999999997,17,4.541666666666667,8.333333333333332,10.375,0.0,21,1.1428571428571428,3
02f5837340d7eb4f653d676c7256523a,PR,30,3883.05,129.435,3,4.833333333333333,3.3333333333333335,9.166666666666666,3.3333333333333335,30,1.0,3
02f623a8eb246f3c5f7c2f96462654e6,SP,44,6378.0,144.95454545454547,23,4.558139534883721,4.651162790697675,8.068181818181818,6.8181818181818175,44,1.0,3
0307f7565ff85b299b6e5ef162b1b1a9,SP,7,4728.8,675.5428571428572,6,3.142857142857143,42.857142857142854,14.666666666666666,0.0,7,1.0,1
0336182e1b3e92f029d5354832045fdf,SP,1,29.8,14.9,2,2.0,100.0,13.0,0.0,1,2.0,1
034b9387752bfa309f350a70cd45ffa3,SC,8,96.0,12.0,2,4.5,0.0,8.125,0.0,8,1.0,3
038b75b729c8a9a04b0d07cba7eabe86,SP,2,467.0,233.5,1,3.5,0.0,22.5,50.0,2,1.0,2
039b29ff3b3473435d0cd59040575de9,SP,9,114.9,12.766666666666667,7,4.444444444444445,0.0,8.555555555555555,0.0,9,1.0,3
03a2a6dcbe45d639c4dc2a0d24769c40,SP,9,1078.41,119.82333333333334,7,4.111111111111111,11.11111111111111,9.88888888888889,11.11111111111111,9,1.0,3
03bd479e1d9484cdb14104d3023f7321,MG,3,359.70000000000005,119.90000000000002,3,4.333333333333333,0.0,20.333333333333332,0.0,3,1.0,3
0417b067eeab773d2f7061a726dc477f,SC,13,1859.18,143.01384615384615,11,3.923076923076923,23.076923076923077,17.307692307692307,23.076923076923077,13,1.0,3
042573af89b6d931f672efaf789d8358,SP,3,413.48,137.82666666666668,3,3.6666666666666665,33.33333333333333,19.666666666666668,33.33333333333333,3,1.0,3
0432ead42b6c8a0bdf68154add917fdf,SP,85,7792.1,86.5788888888889,56,4.477777777777778,8.88888888888889,8.333333333333334,2.2988505747126435,85,1.0588235294117647,0
044668ccd5316b12a7cf0d54a156e3e9,SP,3,137.8,34.45,1,5.0,0.0,7.0,0.0,3,1.3333333333333333,3
04843805947f0fc584fc1969b6e50fe7,RS,1,1400.0,700.0,1,5.0,0.0,15.0,0.0,1,2.0,3
048c2757535328e0d7dac690ad3c0aae,SP,51,9264.78,181.6623529411765,20,4.18,16.0,18.04,12.0,51,1.0,0
04aa0a1c5ce6b222003403a3e11c3cc0,SP,11,5518.0,324.5882352941176,8,3.5294117647058822,29.411764705882355,15.882352941176471,11.76470588235294,11,1.5454545454545454,3
04aba03279157f6d4e0fe8ccaf21963c,RJ,16,2575.9,160.99375,12,4.3125,12.5,11.2,6.666666666666667,16,1.0,3
