seller_id,primary_warehouse_id,secondary_warehouse_id,enrollment_date,is_active
3442f8959a84dea7ee197c632cb2df15,WH_02,WH_05,2018-01-21,True
d1b65fc7debc3361ea86b5f14c68d2e2,WH_02,WH_05,2018-01-04,True
ce3ad9de960102d0677a81f5d0bb7b2d,WH_05,WH_02,2018-01-01,True
c0f3eea2e14555b6faeea3dd58c1b1c3,WH_02,WH_05,2018-01-24,True
51a04a8a6bdcb23deccc82b0b80742cf,WH_02,WH_05,2018-01-09,True
c240c4061717ac1806ae6ee72be3533b,WH_05,WH_02,2018-01-08,True
e49c26c3edfa46d227d5121a6b6e4d37,WH_01,WH_05,2018-07-08,True
1b938a7ec6ac5061a66a3766e0e75f90,WH_02,WH_03,2018-01-05,True
768a86e36ad6aae3d03ee3c6433d61df,WH_02,WH_05,2018-01-24,True
ccc4bbb5f32a6ab2b7066a4130f114e3,WH_03,WH_02,2018-07-04,True
8cb7c5ddf41f4d506eba76e9a4702a25,WH_04,WH_02,2019-01-22,True
a7a9b880c49781da66651ccf4ba9ac38,WH_02,WH_05,2018-01-24,True
8bd0f31cf0a614c658f6763bd02dea69,WH_02,WH_05,2018-01-29,True
05a48cc8859962767935ab9087417fbb,WH_02,WH_05,2018-01-18,True
7b8e8ec35bad4b0ef7e3963650b0a87b,WH_03,WH_02,2018-07-03,True
1444c08e64d55fb3c25f0f09c07ffcf2,WH_01,WH_05,2018-07-19,True
166e8f1381e09651983c38b1f6f91c11,WH_03,WH_02,2018-07-14,True
e38db885400cd35c71dfd162f2c1dbcf,WH_04,WH_05,2019-01-02,True
d2e753bb80b7d4faa77483ed00edc8ca,WH_05,WH_01,2018-01-01,True
f9ec7093df3a7b346b7bcf7864069ca3,WH_02,WH_05,2018-01-03,True
4e6015589b781adaa5ce7f1892d06bb1,WH_02,WH_05,2018-01-07,True
4cf490a58259286ada5ba8525ba9e84a,WH_02,WH_05,2018-01-08,True
f7496d659ca9fdaf323c0aae84176632,WH_02,WH_05,2018-01-17,True
2ff97219cb8622eaf3cd89b7d9c09824,WH_02,WH_05,2018-01-20,True
8bd0e3abda539b9479c4b44a691be1ec,WH_03,WH_02,2018-07-01,True
2a1348e9addc1af5aaa619b1a3679d6b,WH_05,WH_02,2018-01-18,True
2078fe5066350e7d220c0ad3a3bbc6c1,WH_03,WH_02,2018-07-07,True
116ccb1a1604bc88e4d234a8c23f33de,WH_02,WH_05,2018-01-23,True
430315b7bb4b6e4b3c978f9dfa9b0558,WH_02,WH_05,2018-01-21,True
406822777a0b9eb5c50e442dd4cd3ec5,WH_02,WH_05,2018-01-23,True
4dbd95a08b31ede5c82d3f861cb1ce1a,WH_03,WH_02,2018-07-18,True
e9e446d01bd10a97a8ffcfc4a3a20cb2,WH_02,WH_05,2018-01-14,True
d52cbce9845184537284a23c3bc3da0e,WH_03,WH_02,2018-07-08,True
d9a84e1403de8da0c3aa531d6d108ba6,WH_02,WH_05,2018-01-15,True
9c690ceacd5c66731bf443ea810195cb,WH_02,WH_05,2018-01-19,True
1f9ab4708f3056ede07124aad39a2554,WH_02,WH_03,2018-01-09,True
1961c3e1272bfeceb05d0b78b5bbfdaf,WH_02,WH_05,2018-01-26,True
d3e7d37c0df9aef383f3f2a15b0dddfb,WH_03,WH_02,2018-07-28,True
ec2e006556300a79a5a91e4876ab3a56,WH_02,WH_05,2018-01-01,True
b2a6d334e2833acea353624840e25a0e,WH_02,WH_05,2018-01-25,True
d3674f271c91f824f82d24d92011f669,WH_04,WH_05,2019-01-26,True
768de2a4fc06aacecb9a586ccc30746a,WH_04,WH_05,2019-01-06,True
a81466620e46a6970b22ef40379fdfc9,WH_03,WH_02,2018-07-23,True
5c030029b5916fed0986310385ec9009,WH_03,WH_02,2018-07-14,True
c0f783394e37cd9c9d7f5f81141450fa,WH_02,WH_05,2018-01-11,True
c353f8fc0ce8344999f17d578eb69a5e,WH_03,WH_02,2018-07-09,True
8444e55c1f13cd5c179851e5ca5ebd00,WH_02,WH_05,2018-01-05,True
28a26ebce31d5918b181ede016fd693b,WH_05,WH_02,2018-01-07,True
41ab63a91b8b264e8c8780368bf1dd5b,WH_05,WH_02,2018-01-31,True
8759e7aedd644f487315e5860962f162,WH_02,WH_05,2018-01-25,True
e546117ed9cafbc40239c0c78635c584,WH_02,WH_05,2018-01-11,True
d71d863e5ef30d94e440c11be17dcd8f,WH_02,WH_05,2018-01-04,True
0c7533c71df861ec58ad7ff999ed0e8d,WH_02,WH_05,2018-01-03,True
ef990a83bbea832f36ebe81376335aa8,WH_03,WH_02,2018-07-13,True
41e0fa5761c886a630994a55c12087e7,WH_02,WH_05,2018-01-04,True
0747d5bb69f0586cc869d8af4c50f93e,WH_05,WH_02,2018-01-12,True
7d294cf9a6a69dc6a0c3e540fff0e039,WH_03,WH_02,2018-07-28,True
c89cf7c468a48af70aada384e722f9e2,WH_05,WH_02,2018-01-12,True
b7ba853e9551f4558440881fd3e5c815,WH_03,WH_02,2018-07-20,True
13c2ed7698b3ca92dad49e849219da59,WH_03,WH_02,2018-07-09,True
cbbd5ae8f53de5f5097cd8217b529e24,WH_02,WH_05,2018-01-26,True
02ecc2a19303f05e59ce133fd923fff7,WH_02,WH_05,2018-01-02,True
c013e57c075a06e5b5c48ee03c525719,WH_02,WH_05,2018-01-24,True
55f7a3319d80f7fdf078b8f03e6725fe,WH_02,WH_05,2018-01-15,True
2d50d6282f8aa2257819a77bfaa0efe0,WH_02,WH_05,2018-01-18,True
b7e1750c1157341d2abd0251e07c186b,WH_02,WH_05,2018-01-04,True
b90e891671cffd9557f33a97dc523645,WH_03,WH_02,2018-07-30,True
a416b6a846a11724393025641d4edd5e,WH_02,WH_05,2018-01-13,True
7e93a43ef30c4f03f38b393420bc753a,WH_02,WH_05,2018-01-03,True
5206cc4bc2297c833e6061c49bf9c43f,WH_02,WH_05,2018-01-18,True
f410c8873029fcc3809b9df6d0b28914,WH_03,WH_02,2018-07-10,True
ef506c96320abeedfb894c34db06f478,WH_02,WH_05,2018-01-27,True
a13aaf2d2886ab9fb30fb9a920160b8f,WH_03,WH_02,2018-07-21,True
7299e27ed73d2ad986de7f7c77d919fa,WH_02,WH_04,2018-01-20,True
8a9260f2b0340411d6d2a56bcf4f7378,WH_05,WH_02,2018-01-29,True
dedcab67899479e4ea5dcc4eba47f587,WH_03,WH_02,2018-07-28,True
b2479f944e1b90cf8a5de1bbfde284d6,WH_02,WH_05,2018-01-12,True
7722b1df1b0e383e000397b2c11e3e19,WH_02,WH_05,2018-01-19,True
731ef20c231d9a7103a425e83fd91271,WH_03,WH_02,2018-07-07,True
78813699ffac347fe27dba345a5f1551,WH_03,WH_02,2018-07-23,True
3296662b1331dea51e744505065ae889,WH_02,WH_05,2018-01-03,True
411f3b52d857390502ee4e4d5ceabc2d,WH_02,WH_05,2018-01-02,True
bba3293d6f5d5af2f415e004e8b93ae3,WH_02,WH_05,2018-01-22,True
4e7c18b98d84e05cbae3ff0ff03846c2,WH_02,WH_05,2018-01-08,True
b56906f7fd1696e043f1bcce164c487b,WH_02,WH_03,2018-01-25,True
d650b663c3b5f6fb392b6326366efa9a,WH_02,WH_05,2018-01-10,True
669ae81880e08f269a64487cfb287169,WH_03,WH_02,2018-07-03,True
c2d70ce2c5d0a2eb75e78668236e6dc8,WH_02,WH_05,2018-01-28,True
674207551483fec113276b67b0d871ff,WH_02,WH_05,2018-01-08,True
abe42c5d03695b4257b5c6cbf4e6784e,WH_05,WH_02,2018-01-28,True
1996942dc085d7773ba77a529b163cd0,WH_02,WH_05,2018-01-04,True
79b93a308a97792cf53ac75f46da00b5,WH_05,WH_02,2018-01-13,True
7cf4ea70955b00d6b3c22542598e2715,WH_02,WH_05,2018-01-09,True
63ffcb71394dd8ea3872ed9ffda17c74,WH_05,WH_02,2018-01-15,True
83353a83fd769dfafa4f21a72b15e3e5,WH_02,WH_05,2018-01-21,True
cda598c48d7c614bc1cad7d8ff6f0010,WH_02,WH_05,2018-01-27,True
d4910f1cdcfdabd48d6b316e395d4a23,WH_02,WH_05,2018-01-12,True
709e16e2b25c7474d980076c6bfc4806,WH_02,WH_03,2018-01-06,True
9dc79dd988ac42f4d56c340d7048420a,WH_02,WH_05,2018-01-12,True
276677b5d08786d5dce7c2149dcce48b,WH_05,WH_02,2018-01-12,True
9c4d31c7e46ab03a43fc06e3142afd4e,WH_05,WH_02,2018-01-07,True
512d298ac2a96d1931b6bd30aa21f61d,WH_05,WH_02,2018-01-22,True
422be4cc81a457fdb46f47edeb968ae5,WH_02,WH_05,2018-01-09,True
99cd94252748d2bdde08e17858233602,WH_02,WH_05,2018-01-23,True
698624c6632eeba1774924dbea24c700,WH_02,WH_05,2018-01-30,True
8bb48dc19fccaa8613b6229bf7f452a2,WH_02,WH_03,2018-01-22,True
ad87df7699e83b8a91822a4a0b765c3a,WH_02,WH_05,2018-01-21,True
d6b664fa0667064c6d76394e7848d790,WH_02,WH_05,2018-01-03,True
98f52e1020fe788c10c0418de4393fec,WH_05,WH_02,2018-01-20,True
62760d278921b5f352461620d68a9cee,WH_02,WH_05,2018-01-21,True
eb72802c83dc7547529c9546d1a9b8ef,WH_02,WH_05,2018-01-06,True
3f9be91358837bff69df67edfa3e42e8,WH_02,WH_03,2018-01-18,True
1d4587203296c8f4ad134dc286fa6db0,WH_02,WH_05,2018-01-24,True
791cfcfe22fe4a771ece27f90017da92,WH_02,WH_05,2018-01-08,True
392f7f2c797e4dc077e4311bde2ab8ce,WH_05,WH_02,2018-01-06,True
0c8380b62e38e8a1e6adbeba7eb9688c,WH_05,WH_02,2018-01-15,True
37be5a7c751166fbc5f8ccba4119e043,WH_02,WH_05,2018-01-13,True
87d73636a3acf123e842bb890a4db036,WH_02,WH_04,2018-01-09,True
3d3ccf2b2f8134b10dce9dd446f0e075,WH_02,WH_05,2018-01-30,True
e24d3429d294b2eb200b064ebb035879,WH_02,WH_05,2018-01-21,True
44073f8b7e41514de3b7815dd0237f4f,WH_04,WH_05,2019-01-23,True
05ca864204d09595ae591b93ea9cf93d,WH_02,WH_05,2018-01-18,True
9d39404483343dd55c7ae254494d8388,WH_02,WH_05,2018-01-08,True
f9eda05b67bef472deaddbba84aca289,WH_03,WH_02,2018-07-22,True
75745ef7bc7d4f3ea3380f6f5303f514,WH_04,WH_05,2019-01-11,True
0692610d8abe24f287e9fae90ea0bbee,WH_02,WH_05,2018-01-27,True
7b07b3c7487f0ea825fc6df75abd658b,WH_02,WH_05,2018-01-25,True
99002261c568a84cce14d43fcffb43ea,WH_04,WH_02,2019-01-25,True
e5899683388855d3dabe8913bbe365de,WH_02,WH_05,2018-01-02,True
784ba75dd9d20200c4caed3d7a77141a,WH_02,WH_05,2018-01-08,True
099095b050cfe8eb1ddff5317587e96e,WH_02,WH_05,2018-01-27,True
0ad80de75c811326389cfb1daba7d45e,WH_05,WH_02,2018-01-02,True
b9a03475e6447e631b6799ec8274800f,WH_03,WH_02,2018-07-26,True
ba6b4a237f92479743cf0ca06b67a9ac,WH_05,WH_02,2018-01-11,True
ea00f977a203ff88adf7057cb7806998,WH_02,WH_05,2018-01-13,True
82e0a475a88cc9595229d8029273f045,WH_02,WH_05,2018-01-09,True
ad75519a07f039025e83795a4418470f,WH_04,WH_02,2019-01-03,True
34aefe746cd81b7f3b23253ea28bef39,WH_03,WH_02,2018-07-07,True
ed4acab38528488b65a9a9c603ff024a,WH_02,WH_05,2018-01-30,True
f0837c8d71434931d9e38e7b79234797,WH_03,WH_02,2018-07-31,True
fce62094ffe6a4009188ec44e681dfdd,WH_02,WH_05,2018-01-19,True
ebef8d8c92b4fd3226e5d407bbff21ac,WH_02,WH_05,2018-01-29,True
d73cbd89533ce8b041a9190241453ac8,WH_05,WH_02,2018-01-23,True
75a4764c108403a7a0575140cb22287c,WH_03,WH_02,2018-07-11,True
70c0fda4c313d87115644d39e62eec60,WH_01,WH_05,2018-07-07,True
ffcfefa19b08742c5d315f2791395ee5,WH_03,WH_02,2018-07-21,True
26e13b6ff5b641b329e5524241ee2c93,WH_02,WH_05,2018-01-16,True
0ade5cc4a305ed7093a23f68ca47519c,WH_03,WH_02,2018-07-13,True
fc59392d66ef99377e50356ee4f3b4e1,WH_01,WH_05,2018-07-29,True
b18dc380845b24038cfc48006478f099,WH_02,WH_05,2018-01-30,True
f22a247b79dd22ecd91dc8e3b2a1b07c,WH_02,WH_05,2018-01-21,True
889009a0ed0bb52c87819941192931b8,WH_02,WH_03,2018-01-15,True
ffc470761de7d0232558ba5e786e57b7,WH_02,WH_05,2018-01-05,True
4c498c7345e89aebad651544829beca0,WH_02,WH_05,2018-01-09,True
01bcc9d254a0143f0ce9791b960b2a47,WH_04,WH_02,2019-01-05,True
f021c962aaba8ef6eb527a9c2c8394d1,WH_03,WH_02,2018-07-08,True
024b564ae893ce8e9bfa02c10a401ece,WH_02,WH_05,2018-01-24,True
a513150f33f99a06569e9cd5c4bb889b,WH_02,WH_05,2018-01-18,True
c1dde11f12d05c478f5de2d7319ad3b2,WH_02,WH_05,2018-01-18,True
02f5837340d7eb4f653d676c7256523a,WH_03,WH_02,2018-07-09,True
7b98de631987e26dd6d803490c43a13c,WH_03,WH_02,2018-07-24,True
f12ff17ad8bbf01ec5c33b17e506649b,WH_02,WH_05,2018-01-19,True
a64e44665225d19dfc0277eeeaaccc57,WH_02,WH_03,2018-01-14,True
6a8a889bde935bafa76d7848782dfaf9,WH_02,WH_05,2018-01-29,True
42b6488f5b8246d9141712abd4b1b693,WH_03,WH_02,2018-07-19,True
d6cd01c59123df02fc226eadbadb5f89,WH_02,WH_05,2018-01-13,True
c8e135e7b21ecbc36c1153a29d2f5a06,WH_02,WH_05,2018-01-12,True
229c3efbfb0ea2058de4ccdfbc3d784a,WH_05,WH_02,2018-01-08,True
f9a02f1922d1de564392e656d82b3fda,WH_02,WH_05,2018-01-05,True
9523fb39dd240aa958e040f8183d64f3,WH_02,WH_05,2018-01-17,True
95ec4458365c4d11f452ccf538377619,WH_02,WH_05,2018-01-16,True
6ec1a01e866584bb679eb9b098345919,WH_02,WH_05,2018-01-03,True
f6122bc84774df1b372bdb3bb88ddb9f,WH_02,WH_05,2018-01-25,True
fa40cc5b934574b62717c68f3d678b6d,WH_02,WH_05,2018-01-02,True
623ad9d0c1e14bb5464a8c72bff7b4af,WH_05,WH_02,2018-01-28,True
c0098efcf800861dcae589affca31408,WH_02,WH_05,2018-01-04,True
a63bfbaa882c8f4542891b4e2246cc7f,WH_05,WH_02,2018-01-05,True
48b6c3f4c6a93171da04b75313f2130f,WH_02,WH_03,2018-01-21,True
270d3ef21830ad0ecf3a6c53d08a533a,WH_02,WH_05,2018-01-06,True
89c127985a8b130cfa45c1d36764017a,WH_02,WH_05,2018-01-26,True
8b2492b7ff4468839593fafeed55bad9,WH_05,WH_02,2018-01-22,True
1e9d5a33694bddb76316fd1f54734d20,WH_04,WH_02,2019-01-14,True
